snapshot,IDNKA,MYSPE,MYSSK,MYSSH,SGPXX,THANO,THASO,THACE
09/01/2030 04:00,2274.413137,23875.14817,8147.469212,1147.790614,10030.57261,6733.68,3660.48,19886.16
09/01/2030 05:00,2355.346204,24229.72072,4573.620217,644.3176673,9793.366725,6733.68,3660.48,19886.16
09/01/2030 06:00,2393.961327,25311.94297,3991.182174,562.2655721,9353.123125,6733.68,3660.48,19886.16
09/01/2030 07:00,2301.9198,25567.42622,4692.674842,661.0897197,8930.292145,6733.68,3660.48,19886.16
09/01/2030 08:00,2417.412521,25831.06742,3916.495733,551.743974,8555.1816,6733.68,3660.48,19886.16
09/01/2030 09:00,2384.351628,24978.26275,4563.478918,642.888992,8358.55041,6733.68,3660.48,19886.16
09/01/2030 10:00,2354.905392,23816.25172,4582.75795,645.6049632,8197.886137,6733.68,3660.48,19886.16
09/01/2030 11:00,2361.693895,25162.31416,4112.983401,579.4245575,8159.989048,7294.82,3965.52,21543.34
09/01/2030 12:00,2243.203654,25356.71224,7533.348294,1061.275132,8174.633718,7855.96,4270.56,23200.52
09/01/2030 13:00,2329.338301,24868.03088,7234.320047,1019.148944,8428.03662,7855.96,4270.56,23200.52
09/01/2030 14:00,2347.05894,24117.30013,7283.872455,1026.129737,8981.215845,7294.82,3965.52,21543.34
09/01/2030 15:00,2351.555221,23212.16517,8155.664937,1148.945203,9569.38458,6172.54,3355.44,18228.98
09/01/2030 16:00,2291.340314,22006.97668,8191.4675,1153.988958,10081.66058,5611.4,3050.4,16571.8
09/01/2030 17:00,2383.734491,21159.34534,4187.669843,589.9461556,10259.15431,5050.26,2745.36,14914.62
09/01/2030 18:00,2357.726588,20380.16124,4821.025658,679.1713912,10366.75116,5050.26,2745.36,14914.62
09/01/2030 19:00,2365.044066,19783.61581,4678.889014,659.1476143,10305.23205,5050.26,2745.36,14914.62
09/01/2030 20:00,2422.878589,19334.4508,3732.790327,525.8641167,10214.14433,5050.26,2745.36,14914.62
09/01/2030 21:00,2303.594885,19356.79563,4676.036774,658.7457994,10326.2586,5050.26,2745.36,14914.62
09/01/2030 22:00,2363.897955,20217.79805,3819.308284,538.0525026,10311.63857,5611.4,3050.4,16571.8
09/01/2030 23:00,2365.132228,20138.20825,3725.923822,524.8967845,10430.40578,5611.4,3050.4,16571.8
10/01/2030 00:00,2257.662284,21647.2308,7658.853825,1078.955968,10377.01804,6172.54,3355.44,18228.98
10/01/2030 01:00,2356.404152,23279.21957,6637.157195,935.0224631,10191.22867,6172.54,3355.44,18228.98
10/01/2030 02:00,2374.565603,24151.52374,6713.233914,945.7399193,10154.26792,6733.68,3660.48,19886.16
10/01/2030 03:00,2279.614717,24649.15894,7842.486563,1104.825588,10147.20431,6733.68,3660.48,19886.16
10/01/2030 04:00,2355.081717,23904.19845,8163.764623,1150.086262,10066.54774,6733.68,3660.48,19886.16
10/01/2030 05:00,2381.177782,24010.6498,3763.742416,530.2245527,9826.220725,6172.54,3355.44,18228.98
10/01/2030 06:00,2276.529034,24983.43609,4844.63587,682.4975258,9456.69536,6172.54,3355.44,18228.98
10/01/2030 07:00,2370.245646,25166.6916,4590.786479,646.7359978,9231.563325,6172.54,3355.44,18228.98
10/01/2030 08:00,2383.470004,25407.25176,4533.741672,638.6996994,8932.427655,6172.54,3355.44,18228.98
10/01/2030 09:00,2316.907405,24654.9292,4691.301541,660.8962533,8626.064105,6733.68,3660.48,19886.16
10/01/2030 10:00,2386.114875,23593.59927,3485.701802,491.0550389,8461.465565,6733.68,3660.48,19886.16
10/01/2030 11:00,2325.194669,25003.53251,4378.822765,616.8751964,8288.40712,7294.82,3965.52,21543.34
10/01/2030 12:00,2313.469072,25175.64545,7550.230297,1063.653417,8205.475411,7855.96,4270.56,23200.52
10/01/2030 13:00,2357.991075,24692.93333,7415.521805,1044.676096,8537.44044,7294.82,3965.52,21543.34
10/01/2030 14:00,2382.059406,24020.39955,7597.352884,1070.291903,8966.595815,6733.68,3660.48,19886.16
10/01/2030 15:00,2287.549332,23022.94043,7844.247363,1105.073645,9583.01899,6172.54,3355.44,18228.98
10/01/2030 16:00,2361.87022,21703.14263,7574.188628,1067.028594,10025.23383,5050.26,2745.36,14914.62
10/01/2030 17:00,2345.031205,20660.31732,4593.268984,647.0857256,10198.94936,5050.26,2745.36,14914.62
10/01/2030 18:00,2290.81134,19953.36095,4717.28862,664.5572337,10293.73315,4489.12,2440.32,13257.44
10/01/2030 19:00,2403.394702,19380.63278,4260.771707,600.2445232,10352.78821,4489.12,2440.32,13257.44
10/01/2030 20:00,2307.121381,19175.80844,4571.771543,644.0572317,10317.38803,4489.12,2440.32,13257.44
10/01/2030 21:00,2382.764705,19139.29662,4664.627812,657.1385397,10345.80674,4489.12,2440.32,13257.44
10/01/2030 22:00,2395.195601,20100.20413,3449.520605,485.9579422,10263.67174,5050.26,2745.36,14914.62
10/01/2030 23:00,2255.63455,19981.8143,4426.571382,623.6018758,10161.4958,5611.4,3050.4,16571.8
11/01/2030 00:00,2329.690951,21507.94865,6816.245968,960.2519433,10096.44488,5611.4,3050.4,16571.8
11/01/2030 01:00,2327.486891,23227.88415,7753.220005,1092.249988,10079.77147,6172.54,3355.44,18228.98
11/01/2030 02:00,2344.678556,23936.23334,7946.592543,1119.491721,9967.328655,6172.54,3355.44,18228.98
11/01/2030 03:00,2352.789495,24416.75674,6486.116822,913.7443561,10016.9382,5611.4,3050.4,16571.8
11/01/2030 04:00,2384.08714,23714.97371,6953.535246,979.5928381,9915.912145,5611.4,3050.4,16571.8
11/01/2030 05:00,2267.448309,24015.22622,4589.782913,646.5946185,9666.878825,5611.4,3050.4,16571.8
